"Year","Category","Data_item","Quantity","Units"
2007,"Dry skim milk products","Dry buttermilk",0.187,"Pounds per capita"
2008,"Dry skim milk products","Dry buttermilk",0.204,"Pounds per capita"
2009,"Dry skim milk products","Dry buttermilk",0.2,"Pounds per capita"
2010,"Dry skim milk products","Dry buttermilk",0.216,"Pounds per capita"
2011,"Dry skim milk products","Dry buttermilk",0.297,"Pounds per capita"
2012,"Dry skim milk products","Dry buttermilk",0.283,"Pounds per capita"
2013,"Dry skim milk products","Dry buttermilk",0.391,"Pounds per capita"
2014,"Dry skim milk products","Dry buttermilk",0.276,"Pounds per capita"
2015,"Dry skim milk products","Dry buttermilk",0.322,"Pounds per capita"
2016,"Dry skim milk products","Dry buttermilk",0.284,"Pounds per capita"
2017,"Dry skim milk products","Dry buttermilk",0.32,"Pounds per capita"
2018,"Dry skim milk products","Dry buttermilk",0.338,"Pounds per capita"
2019,"Dry skim milk products","Dry buttermilk",0.339,"Pounds per capita"
2020,"Dry skim milk products","Dry buttermilk",0.349,"Pounds per capita"
2021,"Dry skim milk products","Dry buttermilk",0.33,"Pounds per capita"
2022,"Dry skim milk products","Dry buttermilk",0.333,"Pounds per capita"
2023,"Dry skim milk products","Dry buttermilk",0.337,"Pounds per capita"
1975,"Dry skim milk products","Dry whey and whey protein concentrate",2.2,"Pounds per capita"
1976,"Dry skim milk products","Dry whey and whey protein concentrate",2.4,"Pounds per capita"
1977,"Dry skim milk products","Dry whey and whey protein concentrate",2.4,"Pounds per capita"
1978,"Dry skim milk products","Dry whey and whey protein concentrate",2.4,"Pounds per capita"
1979,"Dry skim milk products","Dry whey and whey protein concentrate",2.7,"Pounds per capita"
1980,"Dry skim milk products","Dry whey and whey protein concentrate",2.7,"Pounds per capita"
1981,"Dry skim milk products","Dry whey and whey protein concentrate",2.7,"Pounds per capita"
1982,"Dry skim milk products","Dry whey and whey protein concentrate",2.9,"Pounds per capita"
1983,"Dry skim milk products","Dry whey and whey protein concentrate",3.1,"Pounds per capita"
1984,"Dry skim milk products","Dry whey and whey protein concentrate",3.2,"Pounds per capita"
1985,"Dry skim milk products","Dry whey and whey protein concentrate",3.5,"Pounds per capita"
1986,"Dry skim milk products","Dry whey and whey protein concentrate",3.7,"Pounds per capita"
1987,"Dry skim milk products","Dry whey and whey protein concentrate",3.6,"Pounds per capita"
1988,"Dry skim milk products","Dry whey and whey protein concentrate",3.5,"Pounds per capita"
1989,"Dry skim milk products","Dry whey and whey protein concentrate",3.5,"Pounds per capita"
1990,"Dry skim milk products","Dry whey and whey protein concentrate",3.738,"Pounds per capita"
1991,"Dry skim milk products","Dry whey and whey protein concentrate",3.574,"Pounds per capita"
1992,"Dry skim milk products","Dry whey and whey protein concentrate",3.757,"Pounds per capita"
1993,"Dry skim milk products","Dry whey and whey protein concentrate",3.783,"Pounds per capita"
1994,"Dry skim milk products","Dry whey and whey protein concentrate",3.787,"Pounds per capita"
1995,"Dry skim milk products","Dry whey and whey protein concentrate",4.087,"Pounds per capita"
1996,"Dry skim milk products","Dry whey and whey protein concentrate",3.834,"Pounds per capita"
1997,"Dry skim milk products","Dry whey and whey protein concentrate",3.928,"Pounds per capita"
1998,"Dry skim milk products","Dry whey and whey protein concentrate",4.04,"Pounds per capita"
1999,"Dry skim milk products","Dry whey and whey protein concentrate",3.998,"Pounds per capita"
2000,"Dry skim milk products","Dry whey and whey protein concentrate",3.744,"Pounds per capita"
2001,"Dry skim milk products","Dry whey and whey protein concentrate",3.288,"Pounds per capita"
2002,"Dry skim milk products","Dry whey and whey protein concentrate",3.352,"Pounds per capita"
2003,"Dry skim milk products","Dry whey and whey protein concentrate",3.384,"Pounds per capita"
2004,"Dry skim milk products","Dry whey and whey protein concentrate",3.022,"Pounds per capita"
2005,"Dry skim milk products","Dry whey and whey protein concentrate",2.886,"Pounds per capita"
2006,"Dry skim milk products","Dry whey and whey protein concentrate",2.825,"Pounds per capita"
2007,"Dry skim milk products","Dry whey and whey protein concentrate",2.259,"Pounds per capita"
2008,"Dry skim milk products","Dry whey and whey protein concentrate",2.921,"Pounds per capita"
2009,"Dry skim milk products","Dry whey and whey protein concentrate",2.468,"Pounds per capita"
2010,"Dry skim milk products","Dry whey and whey protein concentrate",1.89,"Pounds per capita"
2011,"Dry skim milk products","Dry whey and whey protein concentrate",1.543,"Pounds per capita"
2012,"Dry skim milk products","Dry whey and whey protein concentrate",1.757,"Pounds per capita"
2013,"Dry skim milk products","Dry whey and whey protein concentrate",1.909,"Pounds per capita"
2014,"Dry skim milk products","Dry whey and whey protein concentrate",1.968,"Pounds per capita"
2015,"Dry skim milk products","Dry whey and whey protein concentrate",2.431,"Pounds per capita"
2016,"Dry skim milk products","Dry whey and whey protein concentrate",2.031,"Pounds per capita"
2017,"Dry skim milk products","Dry whey and whey protein concentrate",2.022,"Pounds per capita"
2018,"Dry skim milk products","Dry whey and whey protein concentrate",2.215,"Pounds per capita"
2019,"Dry skim milk products","Dry whey and whey protein concentrate",2.181,"Pounds per capita"
2020,"Dry skim milk products","Dry whey and whey protein concentrate",1.641,"Pounds per capita"
2021,"Dry skim milk products","Dry whey and whey protein concentrate",1.447,"Pounds per capita"
2022,"Dry skim milk products","Dry whey and whey protein concentrate",1.22,"Pounds per capita"
2023,"Dry skim milk products","Dry whey and whey protein concentrate",1.938,"Pounds per capita"
1975,"Frozen products","Ice cream, Regular",18.205,"Pounds per capita"
1976,"Frozen products","Ice cream, Regular",17.638,"Pounds per capita"
1977,"Frozen products","Ice cream, Regular",17.289,"Pounds per capita"
1978,"Frozen products","Ice cream, Regular",17.225,"Pounds per capita"
1979,"Frozen products","Ice cream, Regular",16.943,"Pounds per capita"
1980,"Frozen products","Ice cream, Regular",17.118,"Pounds per capita"
1981,"Frozen products","Ice cream, Regular",16.996,"Pounds per capita"
1982,"Frozen products","Ice cream, Regular",17.229,"Pounds per capita"
1983,"Frozen products","Ice cream, Regular",17.665,"Pounds per capita"
1984,"Frozen products","Ice cream, Regular",17.77,"Pounds per capita"
1985,"Frozen products","Ice cream, Regular",17.748,"Pounds per capita"
1986,"Frozen products","Ice cream, Regular",18.012,"Pounds per capita"
1987,"Frozen products","Ice cream, Regular",17.931,"Pounds per capita"
1988,"Frozen products","Ice cream, Regular",16.878,"Pounds per capita"
1989,"Frozen products","Ice cream, Regular",15.75,"Pounds per capita"
1990,"Frozen products","Ice cream, Regular",15.397,"Pounds per capita"
1991,"Frozen products","Ice cream, Regular",15.858,"Pounds per capita"
1992,"Frozen products","Ice cream, Regular",15.643,"Pounds per capita"
1993,"Frozen products","Ice cream, Regular",15.454,"Pounds per capita"
1994,"Frozen products","Ice cream, Regular",15.415,"Pounds per capita"
1995,"Frozen products","Ice cream, Regular",14.99,"Pounds per capita"
1996,"Frozen products","Ice cream, Regular",15.091,"Pounds per capita"
1997,"Frozen products","Ice cream, Regular",15.534,"Pounds per capita"
1998,"Frozen products","Ice cream, Regular",15.71,"Pounds per capita"
1999,"Frozen products","Ice cream, Regular",16.179,"Pounds per capita"
2000,"Frozen products","Ice cream, Regular",16.096,"Pounds per capita"
2001,"Frozen products","Ice cream, Regular",15.774,"Pounds per capita"
2002,"Frozen products","Ice cream, Regular",16.198,"Pounds per capita"
2003,"Frozen products","Ice cream, Regular",15.902,"Pounds per capita"
2004,"Frozen products","Ice cream, Regular",14.621,"Pounds per capita"
2005,"Frozen products","Ice cream, Regular",15.107,"Pounds per capita"
2006,"Frozen products","Ice cream, Regular",15.312,"Pounds per capita"
2007,"Frozen products","Ice cream, Regular",14.762,"Pounds per capita"
2008,"Frozen products","Ice cream, Regular",14.235,"Pounds per capita"
2009,"Frozen products","Ice cream, Regular",13.923,"Pounds per capita"
2010,"Frozen products","Ice cream, Regular",13.953,"Pounds per capita"
2011,"Frozen products","Ice cream, Regular",13.217,"Pounds per capita"
2012,"Frozen products","Ice cream, Regular",13.174,"Pounds per capita"
2013,"Frozen products","Ice cream, Regular",13.051,"Pounds per capita"
2014,"Frozen products","Ice cream, Regular",12.481,"Pounds per capita"
2015,"Frozen products","Ice cream, Regular",12.873,"Pounds per capita"
2016,"Frozen products","Ice cream, Regular",12.938,"Pounds per capita"
2017,"Frozen products","Ice cream, Regular",12.327,"Pounds per capita"
2018,"Frozen products","Ice cream, Regular",11.971,"Pounds per capita"
2019,"Frozen products","Ice cream, Regular",12.303,"Pounds per capita"
2020,"Frozen products","Ice cream, Regular",12.687,"Pounds per capita"
2021,"Frozen products","Ice cream, Regular",12.168,"Pounds per capita"
2022,"Frozen products","Ice cream, Regular",12.769,"Pounds per capita"
2023,"Frozen products","Ice cream, Regular",11.656,"Pounds per capita"
1975,"Frozen products","Ice cream, Low-fat and nonfat",6.502,"Pounds per capita"
1976,"Frozen products","Ice cream, Low-fat and nonfat",6.169,"Pounds per capita"
1977,"Frozen products","Ice cream, Low-fat and nonfat",6.574,"Pounds per capita"
1978,"Frozen products","Ice cream, Low-fat and nonfat",6.55,"Pounds per capita"
1979,"Frozen products","Ice cream, Low-fat and nonfat",6.197,"Pounds per capita"
1980,"Frozen products","Ice cream, Low-fat and nonfat",6.052,"Pounds per capita"
1981,"Frozen products","Ice cream, Low-fat and nonfat",5.941,"Pounds per capita"
1982,"Frozen products","Ice cream, Low-fat and nonfat",5.673,"Pounds per capita"
1983,"Frozen products","Ice cream, Low-fat and nonfat",5.91,"Pounds per capita"
1984,"Frozen products","Ice cream, Low-fat and nonfat",5.956,"Pounds per capita"
1985,"Frozen products","Ice cream, Low-fat and nonfat",5.933,"Pounds per capita"
1986,"Frozen products","Ice cream, Low-fat and nonfat",6.137,"Pounds per capita"
1987,"Frozen products","Ice cream, Low-fat and nonfat",6.327,"Pounds per capita"
1988,"Frozen products","Ice cream, Low-fat and nonfat",6.79,"Pounds per capita"
1989,"Frozen products","Ice cream, Low-fat and nonfat",7.135,"Pounds per capita"
1990,"Frozen products","Ice cream, Low-fat and nonfat",6.586,"Pounds per capita"
1991,"Frozen products","Ice cream, Low-fat and nonfat",6.283,"Pounds per capita"
1992,"Frozen products","Ice cream, Low-fat and nonfat",5.928,"Pounds per capita"
1993,"Frozen products","Ice cream, Low-fat and nonfat",5.804,"Pounds per capita"
1994,"Frozen products","Ice cream, Low-fat and nonfat",6.309,"Pounds per capita"
1995,"Frozen products","Ice cream, Low-fat and nonfat",6.966,"Pounds per capita"
1996,"Frozen products","Ice cream, Low-fat and nonfat",7,"Pounds per capita"
1997,"Frozen products","Ice cream, Low-fat and nonfat",7.247,"Pounds per capita"
1998,"Frozen products","Ice cream, Low-fat and nonfat",7.552,"Pounds per capita"
1999,"Frozen products","Ice cream, Low-fat and nonfat",7.007,"Pounds per capita"
2000,"Frozen products","Ice cream, Low-fat and nonfat",6.64,"Pounds per capita"
2001,"Frozen products","Ice cream, Low-fat and nonfat",6.546,"Pounds per capita"
2002,"Frozen products","Ice cream, Low-fat and nonfat",5.795,"Pounds per capita"
2003,"Frozen products","Ice cream, Low-fat and nonfat",6.705,"Pounds per capita"
2004,"Frozen products","Ice cream, Low-fat and nonfat",6.513,"Pounds per capita"
2005,"Frozen products","Ice cream, Low-fat and nonfat",5.997,"Pounds per capita"
2006,"Frozen products","Ice cream, Low-fat and nonfat",6.123,"Pounds per capita"
2007,"Frozen products","Ice cream, Low-fat and nonfat",6.119,"Pounds per capita"
2008,"Frozen products","Ice cream, Low-fat and nonfat",6.107,"Pounds per capita"
2009,"Frozen products","Ice cream, Low-fat and nonfat",6.314,"Pounds per capita"
2010,"Frozen products","Ice cream, Low-fat and nonfat",6.479,"Pounds per capita"
2011,"Frozen products","Ice cream, Low-fat and nonfat",6.436,"Pounds per capita"
2012,"Frozen products","Ice cream, Low-fat and nonfat",6.991,"Pounds per capita"
2013,"Frozen products","Ice cream, Low-fat and nonfat",6.038,"Pounds per capita"
2014,"Frozen products","Ice cream, Low-fat and nonfat",6.199,"Pounds per capita"
2015,"Frozen products","Ice cream, Low-fat and nonfat",6.498,"Pounds per capita"
2016,"Frozen products","Ice cream, Low-fat and nonfat",6.397,"Pounds per capita"
2017,"Frozen products","Ice cream, Low-fat and nonfat",6.691,"Pounds per capita"
2018,"Frozen products","Ice cream, Low-fat and nonfat",6.624,"Pounds per capita"
2019,"Frozen products","Ice cream, Low-fat and nonfat",6.769,"Pounds per capita"
2020,"Frozen products","Ice cream, Low-fat and nonfat",6.541,"Pounds per capita"
2021,"Frozen products","Ice cream, Low-fat and nonfat",6.6,"Pounds per capita"
2022,"Frozen products","Ice cream, Low-fat and nonfat",6.153,"Pounds per capita"
2023,"Frozen products","Ice cream, Low-fat and nonfat",6.193,"Pounds per capita"
1975,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1976,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1977,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1978,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1979,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1980,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1981,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1982,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1983,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1984,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1985,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1986,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1987,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1988,"Frozen products","Frozen yogurt",NA,"Pounds per capita"
1989,"Frozen products","Frozen yogurt",1.996,"Pounds per capita"
1990,"Frozen products","Frozen yogurt",2.813,"Pounds per capita"
1991,"Frozen products","Frozen yogurt",3.471,"Pounds per capita"
1992,"Frozen products","Frozen yogurt",3.109,"Pounds per capita"
1993,"Frozen products","Frozen yogurt",3.431,"Pounds per capita"
1994,"Frozen products","Frozen yogurt",3.409,"Pounds per capita"
1995,"Frozen products","Frozen yogurt",3.417,"Pounds per capita"
1996,"Frozen products","Frozen yogurt",2.533,"Pounds per capita"
1997,"Frozen products","Frozen yogurt",2.016,"Pounds per capita"
1998,"Frozen products","Frozen yogurt",2.105,"Pounds per capita"
1999,"Frozen products","Frozen yogurt",1.95,"Pounds per capita"
2000,"Frozen products","Frozen yogurt",2.004,"Pounds per capita"
2001,"Frozen products","Frozen yogurt",1.493,"Pounds per capita"
2002,"Frozen products","Frozen yogurt",1.471,"Pounds per capita"
2003,"Frozen products","Frozen yogurt",1.45,"Pounds per capita"
2004,"Frozen products","Frozen yogurt",1.319,"Pounds per capita"
2005,"Frozen products","Frozen yogurt",1.337,"Pounds per capita"
2006,"Frozen products","Frozen yogurt",1.327,"Pounds per capita"
2007,"Frozen products","Frozen yogurt",1.487,"Pounds per capita"
2008,"Frozen products","Frozen yogurt",1.547,"Pounds per capita"
2009,"Frozen products","Frozen yogurt",0.898,"Pounds per capita"
2010,"Frozen products","Frozen yogurt",0.97,"Pounds per capita"
2011,"Frozen products","Frozen yogurt",1.216,"Pounds per capita"
2012,"Frozen products","Frozen yogurt",1.11,"Pounds per capita"
2013,"Frozen products","Frozen yogurt",1.422,"Pounds per capita"
2014,"Frozen products","Frozen yogurt",1.254,"Pounds per capita"
2015,"Frozen products","Frozen yogurt",1.375,"Pounds per capita"
2016,"Frozen products","Frozen yogurt",1.24,"Pounds per capita"
2017,"Frozen products","Frozen yogurt",1.162,"Pounds per capita"
2018,"Frozen products","Frozen yogurt",1.013,"Pounds per capita"
2019,"Frozen products","Frozen yogurt",1.043,"Pounds per capita"
2020,"Frozen products","Frozen yogurt",0.647,"Pounds per capita"
2021,"Frozen products","Frozen yogurt",0.778,"Pounds per capita"
2022,"Frozen products","Frozen yogurt",0.777,"Pounds per capita"
2023,"Frozen products","Frozen yogurt",0.829,"Pounds per capita"
1975,"Frozen products","Sherbet",1.349,"Pounds per capita"
1976,"Frozen products","Sherbet",1.364,"Pounds per capita"
1977,"Frozen products","Sherbet",1.356,"Pounds per capita"
1978,"Frozen products","Sherbet",1.295,"Pounds per capita"
1979,"Frozen products","Sherbet",1.203,"Pounds per capita"
1980,"Frozen products","Sherbet",1.19,"Pounds per capita"
1981,"Frozen products","Sherbet",1.193,"Pounds per capita"
1982,"Frozen products","Sherbet",1.178,"Pounds per capita"
1983,"Frozen products","Sherbet",1.222,"Pounds per capita"
1984,"Frozen products","Sherbet",1.205,"Pounds per capita"
1985,"Frozen products","Sherbet",1.213,"Pounds per capita"
1986,"Frozen products","Sherbet",1.239,"Pounds per capita"
1987,"Frozen products","Sherbet",1.236,"Pounds per capita"
1988,"Frozen products","Sherbet",1.278,"Pounds per capita"
1989,"Frozen products","Sherbet",1.276,"Pounds per capita"
1990,"Frozen products","Sherbet",1.203,"Pounds per capita"
1991,"Frozen products","Sherbet",1.118,"Pounds per capita"
1992,"Frozen products","Sherbet",1.158,"Pounds per capita"
1993,"Frozen products","Sherbet",1.163,"Pounds per capita"
1994,"Frozen products","Sherbet",1.225,"Pounds per capita"
1995,"Frozen products","Sherbet",1.202,"Pounds per capita"
1996,"Frozen products","Sherbet",1.167,"Pounds per capita"
1997,"Frozen products","Sherbet",1.161,"Pounds per capita"
1998,"Frozen products","Sherbet",1.181,"Pounds per capita"
1999,"Frozen products","Sherbet",1.17,"Pounds per capita"
2000,"Frozen products","Sherbet",1.101,"Pounds per capita"
2001,"Frozen products","Sherbet",1.105,"Pounds per capita"
2002,"Frozen products","Sherbet",1.185,"Pounds per capita"
2003,"Frozen products","Sherbet",1.115,"Pounds per capita"
2004,"Frozen products","Sherbet",1.121,"Pounds per capita"
2005,"Frozen products","Sherbet",1.139,"Pounds per capita"
2006,"Frozen products","Sherbet",1.19,"Pounds per capita"
2007,"Frozen products","Sherbet",1.247,"Pounds per capita"
2008,"Frozen products","Sherbet",1.136,"Pounds per capita"
2009,"Frozen products","Sherbet",1.04,"Pounds per capita"
2010,"Frozen products","Sherbet",0.955,"Pounds per capita"
2011,"Frozen products","Sherbet",0.88,"Pounds per capita"
2012,"Frozen products","Sherbet",0.84,"Pounds per capita"
2013,"Frozen products","Sherbet",0.88,"Pounds per capita"
2014,"Frozen products","Sherbet",0.912,"Pounds per capita"
2015,"Frozen products","Sherbet",0.829,"Pounds per capita"
2016,"Frozen products","Sherbet",0.821,"Pounds per capita"
2017,"Frozen products","Sherbet",0.794,"Pounds per capita"
2018,"Frozen products","Sherbet",0.704,"Pounds per capita"
2019,"Frozen products","Sherbet",0.814,"Pounds per capita"
2020,"Frozen products","Sherbet",0.678,"Pounds per capita"
2021,"Frozen products","Sherbet",0.673,"Pounds per capita"
2022,"Frozen products","Sherbet",0.666,"Pounds per capita"
2023,"Frozen products","Sherbet",0.546,"Pounds per capita"
1975,"Frozen products","Other frozen dairy",0.755,"Pounds per capita"
1976,"Frozen products","Other frozen dairy",0.632,"Pounds per capita"
1977,"Frozen products","Other frozen dairy",0.613,"Pounds per capita"
1978,"Frozen products","Other frozen dairy",0.596,"Pounds per capita"
1979,"Frozen products","Other frozen dairy",0.558,"Pounds per capita"
1980,"Frozen products","Other frozen dairy",0.469,"Pounds per capita"
1981,"Frozen products","Other frozen dairy",0.792,"Pounds per capita"
1982,"Frozen products","Other frozen dairy",0.803,"Pounds per capita"
1983,"Frozen products","Other frozen dairy",0.699,"Pounds per capita"
1984,"Frozen products","Other frozen dairy",0.716,"Pounds per capita"
1985,"Frozen products","Other frozen dairy",1.423,"Pounds per capita"
1986,"Frozen products","Other frozen dairy",0.993,"Pounds per capita"
1987,"Frozen products","Other frozen dairy",1.121,"Pounds per capita"
1988,"Frozen products","Other frozen dairy",1.104,"Pounds per capita"
1989,"Frozen products","Other frozen dairy",0.939,"Pounds per capita"
1990,"Frozen products","Other frozen dairy",0.958,"Pounds per capita"
1991,"Frozen products","Other frozen dairy",1.071,"Pounds per capita"
1992,"Frozen products","Other frozen dairy",1.436,"Pounds per capita"
1993,"Frozen products","Other frozen dairy",1.776,"Pounds per capita"
1994,"Frozen products","Other frozen dairy",1.618,"Pounds per capita"
1995,"Frozen products","Other frozen dairy",0.686,"Pounds per capita"
1996,"Frozen products","Other frozen dairy",0.327,"Pounds per capita"
1997,"Frozen products","Other frozen dairy",0.281,"Pounds per capita"
1998,"Frozen products","Other frozen dairy",0.319,"Pounds per capita"
1999,"Frozen products","Other frozen dairy",0.298,"Pounds per capita"
2000,"Frozen products","Other frozen dairy",0.246,"Pounds per capita"
2001,"Frozen products","Other frozen dairy",0.221,"Pounds per capita"
2002,"Frozen products","Other frozen dairy",0.18,"Pounds per capita"
2003,"Frozen products","Other frozen dairy",0.149,"Pounds per capita"
2004,"Frozen products","Other frozen dairy",0.165,"Pounds per capita"
2005,"Frozen products","Other frozen dairy",0.157,"Pounds per capita"
2006,"Frozen products","Other frozen dairy",0.229,"Pounds per capita"
2007,"Frozen products","Other frozen dairy",0.244,"Pounds per capita"
2008,"Frozen products","Other frozen dairy",0.281,"Pounds per capita"
2009,"Frozen products","Other frozen dairy",0.297,"Pounds per capita"
2010,"Frozen products","Other frozen dairy",0.237,"Pounds per capita"
2011,"Frozen products","Other frozen dairy",0.238,"Pounds per capita"
2012,"Frozen products","Other frozen dairy",0.237,"Pounds per capita"
2013,"Frozen products","Other frozen dairy",0.232,"Pounds per capita"
2014,"Frozen products","Other frozen dairy",0.244,"Pounds per capita"
2015,"Frozen products","Other frozen dairy",0.263,"Pounds per capita"
2016,"Frozen products","Other frozen dairy",0.271,"Pounds per capita"
2017,"Frozen products","Other frozen dairy",0.416,"Pounds per capita"
2018,"Frozen products","Other frozen dairy",0.419,"Pounds per capita"
2019,"Frozen products","Other frozen dairy",0.36,"Pounds per capita"
2020,"Frozen products","Other frozen dairy",0.273,"Pounds per capita"
2021,"Frozen products","Other frozen dairy",0.221,"Pounds per capita"
2022,"Frozen products","Other frozen dairy",0.259,"Pounds per capita"
2023,"Frozen products","Other frozen dairy",0.26,"Pounds per capita"
1975,"Frozen products","Water and juice ices",1.062,"Pounds per capita"
1976,"Frozen products","Water and juice ices",1.046,"Pounds per capita"
1977,"Frozen products","Water and juice ices",1.015,"Pounds per capita"
1978,"Frozen products","Water and juice ices",0.916,"Pounds per capita"
1979,"Frozen products","Water and juice ices",0.855,"Pounds per capita"
1980,"Frozen products","Water and juice ices",0.88,"Pounds per capita"
1981,"Frozen products","Water and juice ices",0.896,"Pounds per capita"
1982,"Frozen products","Water and juice ices",0.908,"Pounds per capita"
1983,"Frozen products","Water and juice ices",1.01,"Pounds per capita"
1984,"Frozen products","Water and juice ices",1.077,"Pounds per capita"
1985,"Frozen products","Water and juice ices",1.254,"Pounds per capita"
1986,"Frozen products","Water and juice ices",1.27,"Pounds per capita"
1987,"Frozen products","Water and juice ices",1.164,"Pounds per capita"
1988,"Frozen products","Water and juice ices",1.233,"Pounds per capita"
1989,"Frozen products","Water and juice ices",1.191,"Pounds per capita"
1990,"Frozen products","Water and juice ices",1.213,"Pounds per capita"
1991,"Frozen products","Water and juice ices",1.321,"Pounds per capita"
1992,"Frozen products","Water and juice ices",1.229,"Pounds per capita"
1993,"Frozen products","Water and juice ices",1.333,"Pounds per capita"
1994,"Frozen products","Water and juice ices",1.444,"Pounds per capita"
1995,"Frozen products","Water and juice ices",1.607,"Pounds per capita"
1996,"Frozen products","Water and juice ices",1.471,"Pounds per capita"
1997,"Frozen products","Water and juice ices",1.559,"Pounds per capita"
1998,"Frozen products","Water and juice ices",1.604,"Pounds per capita"
1999,"Frozen products","Water and juice ices",1.573,"Pounds per capita"
2000,"Frozen products","Water and juice ices",1.447,"Pounds per capita"
2001,"Frozen products","Water and juice ices",1.376,"Pounds per capita"
2002,"Frozen products","Water and juice ices",1.439,"Pounds per capita"
